2.689398865747430478e-01,4.659576053510731120e-01,6.624342962911885513e-01,5.728398739516249449e-04
9.436715290905098863e-01,7.401922874205596470e-02,2.170916060769908507e-01,6.722411726697111733e-01
1.990814392127380761e-01,9.309151632701133661e-01,7.172283710552231906e-01,7.797654738514121497e-01
5.725553278868165119e-01,8.777125206114922973e-01,4.540055384452155174e-01,8.349709949032326772e-01
5.165936142691862631e-01,7.259310294361788207e-01,4.902630405143871828e-01,6.621823028320421578e-01
6.355200317775834273e-01,3.419523273427721444e-01,4.093503254037781369e-01,6.604916826374678251e-01
1.230313501366792073e-02,6.131871217889499626e-01,8.600618419830984296e-01,4.877349997892285183e-01
4.875520990197150240e-01,2.392820281691989959e-01,5.069068665027172127e-01,1.506065046933325879e-01
5.818197639926608877e-01,3.938227918727977839e-01,4.447365580357074411e-01,8.216836646056607796e-01
5.673912672288708992e-01,4.816225153872422116e-01,4.546960683937282255e-01,5.215486943639568995e-01
9.184292114435737009e-01,2.580362316498025499e-01,2.335914758762680510e-01,6.214678837023196456e-02
3.413590617263440041e-02,3.564431350395061426e-01,8.408221026427349365e-01,4.480965728021021888e-01
5.108612937915365526e-01,4.627030304808293915e-02,4.895991947422130286e-01,3.900950370279286927e-01
2.240041466922623736e-01,2.467181770744930891e-01,6.939213440278702016e-01,5.418437746664642729e-01
4.052891358905961749e-01,9.639441069293104292e-01,5.684917053324194391e-01,3.727380528766022216e-01
2.113689145788474055e-01,5.183102061184822196e-01,7.050149134037320131e-01,7.661993872783736670e-01
7.568045417009419129e-01,5.564727344801665421e-01,3.336576889637073440e-01,4.781954773061586894e-01
9.267321077006878127e-01,8.304919691691481365e-02,2.271642145654689804e-01,6.242211984287823201e-01
2.382510036429887623e-01,6.326744017931764663e-01,6.860151597137236212e-01,9.398566449833024583e-01
9.519858422734773784e-01,2.204036547646182065e-02,2.121098415479937271e-01,3.878695365567011999e-01
8.456179223776552067e-01,2.979179716537690426e-01,2.773625237269841115e-01,2.619604081200472834e-01
1.008008415142635505e-01,9.441941076084745532e-01,7.925411296245503667e-01,8.964553136799171540e-01
7.413331276301990957e-01,5.490651584615150460e-01,3.433819811057524651e-01,4.951251635047322353e-01
5.210376298805879935e-01,2.656052351856905691e-01,4.841710046836461556e-01,5.272978825421633653e-01
9.410796205992111307e-03,9.206011896341659284e-01,8.643718722215737449e-01,2.328696285880114125e-01
8.783093668585104652e-01,2.691669922773290979e-01,2.575525111597988248e-01,4.753767745567337721e-01
3.105515250612935763e-01,1.685402966831210936e-01,6.300865624813705157e-01,6.207250913991353425e-01
4.947214044861661386e-01,5.573615897188235468e-01,5.039074620527533854e-01,7.765738174963310314e-02
1.658588000053053957e-01,7.186109213851112898e-01,7.408606802386743517e-01,7.843265444395031150e-01
5.794535124322397479e-01,4.557017750764364994e-01,4.466928980430525109e-01,2.222753488616822093e-01
4.978280610735903444e-01,2.646450483760436900e-01,4.998441790387479489e-01,5.773256379877526046e-01
9.185375952479722939e-01,6.558493379224158426e-01,2.362192600989342361e-01,3.223718447063878001e-01
7.291320512940905330e-01,1.289492332349257420e-01,3.480667165456456935e-01,5.467354708732606872e-01
3.494275776841519465e-01,8.453258929604828831e-01,6.069148635876348008e-01,2.853718191498402224e-01
3.144057910563168301e-01,3.884709134111504758e-01,6.289004434390627063e-01,4.507030004752764496e-01
6.571643643715401328e-01,2.419393973513166707e-01,3.945389277177864806e-01,4.815716319826762737e-02
9.312086225789856231e-02,7.919277256810692833e-01,7.972030690509818163e-01,8.163426671966373949e-01
6.574154523750042056e-01,6.498266989184708908e-01,3.969935649739207983e-01,8.226913158906222767e-01
9.739062033030594367e-01,2.260341892612015569e-01,2.007015735074798579e-01,1.413357431471075065e-01
4.779196372624492928e-01,5.425531450545489909e-02,5.118257182073626677e-01,9.423462577191206169e-01
6.011681857166568665e-01,4.904167034788665114e-01,4.323882188624468825e-01,7.520150785115902181e-01
6.519943020368532682e-01,4.050847859112938210e-01,3.991861918549580723e-01,1.006506560793057892e-02
7.481598327810328186e-01,5.756217493729075541e-01,3.391432052679920206e-01,4.975389184357996708e-01
5.429018225700672495e-01,7.016835900368340040e-02,4.682012463418883663e-01,2.444853981728429271e-01
4.938448803216454186e-01,5.006191815005935908e-01,5.041122236440361837e-01,7.911756977379178490e-01
6.302276088155410738e-01,4.846393932525855375e-01,4.132875067444995443e-01,9.278537942901077251e-01
6.634196872154162206e-01,6.063042915564884616e-01,3.929743914680171590e-01,8.860759108361553338e-01
1.629387200609280217e-01,7.398898414619661246e-01,7.432692846063793102e-01,6.764223810470205711e-01
7.595323139679168722e-01,3.538202191086691761e-01,3.304751464522238669e-01,8.224937225183306388e-01
6.276199812284710688e-01,6.542411754583443706e-01,4.162565555448141108e-01,9.996410647002322847e-01
4.292001865116757964e-01,1.647378382027991361e-01,5.460853566341241638e-01,1.500214068750013729e-01
6.169969096762881744e-01,4.138832649007647690e-01,4.216435383241565193e-01,9.436680135222437205e-01
5.362632464686323264e-01,4.862362545642950895e-02,4.724574906620051529e-01,5.520721552213933014e-01
5.914870887886275463e-02,7.575654306492967116e-01,8.240025488638051954e-01,4.032932110504975354e-01
7.341029049142724361e-01,3.961981051135580745e-01,3.467824014615235595e-01,2.368327756195741651e-01
3.616707611447991244e-01,1.194728037584012470e-01,5.932280681009197698e-01,5.937215113806075806e-01
1.623788794631744747e-01,4.916063619587060507e-01,7.422205320415196095e-01,8.398047613177922477e-02
5.082101042706088645e-01,9.254720992086831188e-01,4.975123014631893104e-01,1.978075749732112754e-01
6.269381711019705872e-03,3.599875098548426244e-01,8.630521240531552341e-01,8.786262301908733807e-01
9.510545351538095549e-01,2.793825752084251324e-01,2.142098133193509613e-01,5.524360241990575737e-01
3.934927187221646250e-01,5.675464356679091882e-01,5.736456214064835635e-01,9.931475439694341656e-01
8.122942184981329916e-01,3.373309588300706374e-01,2.978825549226488678e-01,4.014173898975212929e-01
2.300906051026059274e-01,4.346329176779250014e-01,6.909351311321434430e-01,2.998533505554845657e-01
9.487508801453281571e-01,4.679063204229181872e-01,2.168447849524194337e-01,8.567190859113904544e-01
7.617225660715839508e-01,3.254010543024905555e-01,3.292558424417752483e-01,1.155570507679671843e-01
5.063741121391622801e-01,7.051520924589661510e-01,4.972582779475103187e-01,9.599837394562038551e-02
6.604121842715804380e-01,6.246014538293180873e-01,3.950556488079443040e-01,6.989330704035685571e-01
7.237487330924297080e-01,3.115528495869910874e-01,3.527673466451980433e-01,6.159730439151182013e-01
6.490799694686927301e-02,7.921422337727890284e-01,8.193484129200394595e-01,8.295197994559557753e-01
6.931875279244934518e-01,4.542471797299768577e-01,3.728239899793123757e-01,4.775772015703777518e-01
9.096297051791883970e-01,8.564155915711818556e-02,2.373190369588318305e-01,6.956106355299663813e-01
1.777639331552446911e-01,7.051889955471357663e-01,7.318193341297444254e-01,5.756639419845228645e-01
1.585139364281773489e-01,2.414048283806164985e-01,7.431308161146044089e-01,9.791631128045967802e-01
2.726992006100056321e-01,8.620124966240600983e-01,6.623569960471732410e-01,7.141795392188486913e-01
9.175780404760660591e-01,2.816030248194302255e-01,2.339521583520411951e-01,7.748666436850344397e-01
4.375542989846903374e-02,6.060094574517743693e-01,8.349628297318228975e-01,2.085492176704976663e-01
5.228484263406000254e-01,8.847874366228047904e-02,4.817629137819463558e-01,2.136880827839884867e-01
2.212930906989856172e-01,4.723706957358921876e-01,6.973486181929930972e-01,8.891024141803867131e-01
2.425682499528489799e-01,6.280642493665513637e-01,6.830190986892803462e-01,5.800763815154919012e-01
2.127320461734215351e-01,6.420845796833611896e-01,7.051627372068022259e-01,6.669147519860035844e-01
3.754677185832981934e-01,1.660148264191876888e-01,5.837455854459970839e-01,1.952254783734690968e-01
8.733595570001102537e-01,6.612066291650677829e-01,2.632161517986551513e-01,5.529260409491609796e-01
7.095267639329010390e-01,3.694623252330414553e-01,3.621737786857824881e-01,2.947063709840321843e-01
2.038988957158243687e-01,2.617760605685097164e-01,7.091045182042330364e-01,3.502078620312790158e-01
4.885428526581602204e-01,9.391864609199507274e-01,5.108242594233011191e-01,5.042930264869379675e-01
7.344243752152770366e-01,1.870725219318488397e-01,3.448276673438743223e-01,9.810231671760810679e-01
8.603371851455481334e-01,1.462234208531468238e-01,2.673393834291333815e-01,9.866030040652495892e-02
